Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC (USD),URL,Traffic Volume,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
underground electrical junction box,2,2,110,15,0.41,https://ledsone.co.uk/products/waterproof-junction-box-underground-cable-line-protection-sleeve-connectors-ip66,2,0.01,0,1,4590000,"15,18,18,23,23,28,18,18,18,18,18,15",02/18/2026 17:26:00,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
light bulb e27,2,2,260,9,0.35,https://ledsone.co.uk/collections/e27-base-bulb,6,0.04,2,1,8400000,"16,16,20,13,13,6,10,10,5,20,13,30",02/19/2026 13:42:54,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
light bulb holder ceiling,2,2,110,9,0.25,https://ledsone.co.uk/collections/holder,9,0.07,2,1,10600000,"52,80,52,42,33,52,42,42,52,52,100,66",01/13/2026 09:32:34,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
3 pendant lighting fixture,2,2,170,6,0.45,https://ledsone.co.uk/collections/three-outlet-lighting,13,0.1,5,1,55600000,"22,43,22,22,35,43,29,14,22,43,35,43",02/24/2026 09:31:45,"Video, Popular products, Related searches",commercial,Organic
antique edison bulbs,2,2,110,5,0.43,https://ledsone.co.uk/collections/vintage-bulbs,9,0.07,3,1,0,"52,66,66,52,42,66,42,33,42,33,23,66",03/01/2026 04:01:24,"Video, Image, Popular products, Related searches","informational, transactional",Organic
12v transformer led lights,2,2,140,6,0.43,https://ledsone.co.uk/collections/dc-12v-transformer,4,0.03,1,1,6830000,"81,43,81,81,12,6,6,9,9,43,53,53",03/01/2026 00:17:52,"Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
12v led lighting transformer,2,2,210,8,0.43,https://ledsone.co.uk/collections/dc-12v-transformer,13,0.1,5,1,4270000,"66,53,28,12,66,35,53,17,35,100,82,66",02/23/2026 06:57:33,"Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
rope light fitting,2,2,140,8,0.39,https://ledsone.co.uk/collections/hemp-rope-lighting,11,0.09,4,1,26100000,"42,53,53,65,53,53,53,42,65,53,65,65",01/31/2026 22:38:06,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
three pendant light fixture,2,2,90,14,0.4,https://ledsone.co.uk/collections/three-outlet-lighting,11,0.09,4,1,16600000,"66,66,66,52,19,23,14,33,33,19,23,66",01/18/2026 13:51:45,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
rope lights for ceiling,2,2,170,9,0.4,https://ledsone.co.uk/collections/hemp-rope-lighting,13,0.1,5,1,24800000,"19,23,23,15,15,12,15,7,15,29,36,29",02/06/2026 00:09:39,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
ceiling light bracket,2,2,390,,0.3,https://ledsone.co.uk/collections/ceiling-rose-brackets,51,0.41,15,1,29000000,"81,66,81,66,81,81,81,100,81,81,100,100",01/03/2026 06:36:13,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
connectors for lighting,2,2,170,7,0.33,https://ledsone.co.uk/collections/wire-connectors,22,0.18,7,1,109000000,"43,35,0,0,81,81,66,2,6,43,22,10",03/01/2026 13:50:21,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
e27 vintage led bulb,2,2,90,3,0.36,https://ledsone.co.uk/collections/vintage-bulbs,11,0.09,3,1,6490000,"65,53,0,7,26,34,26,26,26,53,42,65",01/22/2026 07:18:07,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ceiling bracket,2,2,210,,0.68,https://ledsone.co.uk/collections/ceiling-rose-brackets,13,0.1,8,1,53100000,"35,53,82,66,82,66,23,43,66,53,53,53",01/17/2026 06:57:55,"Image pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
12v led light transformer,2,2,170,7,0.43,https://ledsone.co.uk/collections/led-transformers,5,0.04,2,1,7030000,"80,53,100,53,100,80,65,65,53,53,53,100",02/03/2026 00:23:13,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
cable wire,2,2,480,27,0.63,https://ledsone.co.uk/collections/vintage-cables,39,0.32,24,1,666000000,"81,100,66,100,100,81,66,81,81,81,81,81",02/22/2026 15:12:15,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
cage lightshade,2,2,140,18,0.33,https://ledsone.co.uk/collections/wire-cage-pendant-light,11,0.09,3,1,699000,"23,29,36,19,15,12,15,9,15,29,23,19",02/28/2026 14:25:40,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
installing pendant lights,2,0,90,8,1.58,https://ledsone.co.uk/pages/pi,1,0,1,0.83,19400000,"41,52,52,64,52,41,11,41,64,41,23,100",03/05/2026 11:13:19,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
lamp shade black metal,2,2,320,15,0.31,https://ledsone.co.uk/pl/products/modern-drum-lampshade-black-colour-retro-style,26,0.21,8,1,31300000,"29,54,19,19,19,54,12,10,29,54,54,44",02/09/2026 22:51:51,"Image pack, Image, Popular products, Related searches","informational, transactional",Organic
ceiling light with cage,2,2,90,5,0.42,https://ledsone.co.uk/collections/wire-cage-pendant-light,7,0.05,2,1,216,"33,42,42,52,52,52,52,23,33,52,66,52",03/04/2026 19:14:59,"Video, Image, Popular products, Related searches","informational, transactional",Organic
12v lighting transformers,2,2,110,9,0.46,https://ledsone.co.uk/collections/dc-12v-transformer,3,0.02,1,1,4170000,"42,65,65,7,0,0,0,42,53,42,53,100",01/04/2026 08:59:56,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
lamp shade rose gold,2,2,110,10,0.28,https://ledsone.co.uk/products/rose-gold-easy-fit-metal-light-shade-metal-cage,9,0.07,2,1,10100000,"5,3,3,2,1,8,8,1,2,1,4,5",01/08/2026 10:51:42,"Image pack, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
mould resistant shower curtain,2,2,320,20,0.34,https://ledsone.co.uk/products/fabric-solid-color-shower-curtain-for-bathtub-shower-5288,20,0.16,6,1,2140000,"81,81,44,54,44,44,35,54,28,54,54,54",01/26/2026 19:50:29,"Sitelinks, Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
light shade rose gold,2,2,140,17,0.29,https://ledsone.co.uk/products/rose-gold-easy-fit-metal-light-shade-metal-cage,11,0.09,3,1,71000000,"7,8,5,3,7,8,5,2,4,7,7,5",02/22/2026 20:35:52,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
dc power supply adapter,2,2,140,14,0.37,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,9,0.07,3,1,29100000,"82,100,82,82,100,64,82,82,64,52,41,82",03/01/2026 18:04:58,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
3 light hanging light fixture,2,2,170,7,0.45,https://ledsone.co.uk/collections/three-outlet-lighting,11,0.09,4,1,42300000,"53,100,53,53,65,65,65,65,53,65,65,80",01/27/2026 06:44:17,"Video, Popular products, Related searches",commercial,Organic
light switch for wall,2,3,140,9,0.34,https://ledsone.co.uk/collections/switches,11,0.09,3,1,351000000,"34,43,34,34,28,28,21,28,34,100,65,81",03/05/2026 21:39:15,"Video, People also ask, Popular products, Related searches",commercial,Organic
24v dc transformer,2,2,90,9,0.7,https://ledsone.co.uk/collections/dc-24v-transformer,2,0.01,1,1,4950000,"41,41,41,41,41,64,41,41,41,52,64,64",02/16/2026 00:48:57,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
retro light shade,2,2,90,13,0.25,https://ledsone.co.uk/collections/lampshades,11,0.09,2,1,54400000,"43,100,12,15,43,21,28,21,9,6,3,0",01/11/2026 13:44:46,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
rope hanging lamp,2,2,170,4,0.63,https://ledsone.co.uk/collections/hemp-rope-lighting,11,0.09,6,0.97,10300000,"53,53,53,12,66,66,43,43,35,35,23,2",01/22/2026 19:19:54,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
led transformer,2,2,880,9,0.47,https://ledsone.co.uk/collections/led-transformers,21,0.17,9,1,73800000,"100,100,55,67,55,36,45,55,55,67,76,100",03/04/2026 19:02:44,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
edison retro light bulbs,2,2,110,9,0.43,https://ledsone.co.uk/collections/vintage-bulbs,9,0.07,3,1,4710000,"52,66,66,66,33,42,42,33,42,52,66,66",03/01/2026 04:14:09,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
transformer for led lights,2,2,140,8,0.47,https://ledsone.co.uk/collections/led-transformers,4,0.03,1,1,17900000,"100,53,12,28,12,23,12,35,35,35,35,66",01/26/2026 10:15:06,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
light fixture plug,2,2,90,9,0.35,https://ledsone.co.uk/collections/plugin-lighting,5,0.04,1,1,24500000,"64,78,64,64,64,64,78,50,50,64,100,78",03/01/2026 20:10:27,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
rope lighting for ceiling,2,2,140,6,0.4,https://ledsone.co.uk/collections/hemp-rope-lighting,3,0.02,1,1,18700000,"23,0,19,12,23,0,0,9,19,36,44,36",01/12/2026 14:17:19,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
types of lamp fixtures,2,2,140,16,0.66,https://ledsone.co.uk/blogs/new/types-of-lamp-fixtures,4,0.03,2,1,9520000,"52,52,66,52,52,80,66,100,52,80,80,52",01/27/2026 03:35:36,"Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
light rose gold,2,2,110,8,0.42,https://ledsone.co.uk/collections/rose-gold-lighting,3,0.02,1,1,577000000,"10,10,8,8,6,6,10,6,6,8,6,10",03/03/2026 10:53:55,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
cafe wall lights,2,2,90,9,0.73,https://ledsone.co.uk/collections/wall-lights-for-cafe-restaurant,7,0.05,5,1,96500000,"11,41,41,41,41,41,41,64,64,64,100,82",02/14/2026 02:06:54,"Knowledge panel, Image pack, Video, Popular products, Related searches","informational, transactional",Organic
ceiling rope lights,2,2,140,9,0.4,https://ledsone.co.uk/collections/hemp-rope-lighting,9,0.07,3,1,21800000,"19,19,1,1,15,29,29,29,7,10,23,23",01/18/2026 17:10:22,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
12 volt transformer,2,2,210,19,0.3,https://ledsone.co.uk/collections/dc-12v-transformer,27,0.22,8,1,171000000,"36,23,23,23,19,23,23,29,19,19,36,23",01/19/2026 06:09:18,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
e27 vintage bulb,2,2,210,16,0.43,https://ledsone.co.uk/collections/vintage-bulbs,27,0.22,11,1,2720000,"36,36,44,36,29,19,23,23,19,44,23,23",02/23/2026 03:01:18,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
black metal lamp shade,2,2,390,14,0.31,https://ledsone.co.uk/products/ledsone-industrial-vintage-32cm-black-pendant-retro-metal-lamp-shade-e27-uk-holder,51,0.41,15,1,197,"30,45,24,24,20,45,16,30,45,24,45,45",03/04/2026 05:30:46,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
wires and connectors,2,2,170,24,0.29,https://ledsone.co.uk/collections/wire-connectors-junction-box,4,0.03,1,1,73000000,"3,2,3,5,4,3,3,2,1,2,1,1",01/24/2026 09:59:38,"Knowledge panel, Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
12v dc power supply adapter,2,2,110,10,0.35,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,9,0.07,3,1,19200000,"34,26,7,19,100,100,65,11,15,53,65,34",03/01/2026 17:53:19,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
waterproof double sided tape,2,2,390,20,0.4,https://ledsone.co.uk/products/double-sided-heavy-duty-mounting-removable-tape,11,0.09,4,1,222,"66,66,54,66,81,15,81,81,35,44,100,66",03/04/2026 06:45:24,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
240v to 12v converter,2,2,390,12,0.31,https://ledsone.co.uk/products/dc12v-80w-ip20-universal-regulated-switching-power-supply,31,0.25,9,1,2840000,"43,54,54,66,66,81,81,100,100,81,100,100",02/19/2026 11:30:03,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
black cage light shade,2,2,90,11,0.32,https://ledsone.co.uk/collections/wire-cage-pendant-light,7,0.05,2,1,12900000,"41,64,82,64,64,52,41,41,41,41,41,64",02/16/2026 07:07:17,"Image pack, Image, Popular products, Related searches","informational, transactional",Organic
black metal lampshade,2,2,140,18,0.32,https://ledsone.co.uk/pl/products/modern-drum-lampshade-black-colour-retro-style,6,0.04,1,1,14900000,"23,19,23,12,12,19,15,15,19,36,23,23",01/04/2026 07:57:00,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
bracket ceiling light,2,2,260,23,0.3,https://ledsone.co.uk/collections/ceiling-rose-brackets,34,0.27,10,1,27000000,"54,54,43,43,29,81,66,54,14,35,81,100",01/03/2026 11:51:43,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Organic
rope pendant lamp,2,2,170,6,0.63,https://ledsone.co.uk/collections/hemp-rope-lighting,13,0.1,8,0.97,10200000,"53,53,66,53,53,43,43,53,35,35,35,0",02/03/2026 21:01:49,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
antique ceiling lamp shades,2,2,140,5,0.25,https://ledsone.co.uk/collections/lampshades,18,0.14,4,1,10500000,"42,53,42,34,53,65,53,26,42,100,65,53",03/02/2026 06:09:56,"Video, Image, Popular products, Related searches, AI overview","commercial, informational",Organic
rope pendant light,2,2,260,8,0.63,https://ledsone.co.uk/collections/hemp-rope-lighting,21,0.17,13,0.97,15700000,"35,54,66,54,54,1,0,15,44,66,54,54",02/26/2026 01:12:08,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
pendant lamp holder,2,2,210,4,0.36,https://ledsone.co.uk/collections/pendant-holder,17,0.13,6,1,10300000,"53,65,65,65,53,53,65,65,65,81,81,100",01/30/2026 15:10:45,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
pulley pendant light,2,2,110,7,0.43,https://ledsone.co.uk/products/pulley-pipe-lights-hanging,14,0.11,6,1,2100000,"52,42,42,52,33,52,42,52,52,52,66,80",02/17/2026 23:58:15,"Image pack, People also ask, Related searches",informational,Organic
cage light shade,3,3,210,11,0.33,https://ledsone.co.uk/collections/wire-cage-pendant-light,7,0.05,2,1,15900000,"29,36,29,19,23,19,23,23,29,29,29,36",01/31/2026 14:51:57,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
12v transformer lighting,3,3,110,6,0.36,https://ledsone.co.uk/collections/dc-12v-transformer,7,0.05,2,0.99,0,"65,65,0,0,43,53,43,21,34,53,53,0",03/01/2026 01:50:43,"Video, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
vintage bulb edison,3,3,110,7,0.5,https://ledsone.co.uk/collections/vintage-bulbs,7,0.05,3,1,5120000,"66,52,66,52,52,42,66,52,33,42,52,66",01/03/2026 23:55:38,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
three light pendant,3,3,720,10,0.5,https://ledsone.co.uk/collections/three-outlet-lighting,46,0.37,23,1,96500000,"100,76,100,36,55,36,24,55,36,45,55,76",02/22/2026 23:35:38,"Image pack, Video, Popular products, Related searches",commercial,Organic
cage ceiling light,3,3,110,5,0.42,https://ledsone.co.uk/collections/wire-cage-pendant-light,4,0.03,1,1,18400000,"18,18,23,23,18,18,15,15,11,18,18,18",01/23/2026 23:08:54,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
fitting a pendant light,3,3,720,11,0.37,https://ledsone.co.uk/pages/pi,2,0.01,0,1,14900000,"55,24,24,100,62,81,62,30,24,30,62,36",02/15/2026 10:40:40,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
